Country Name,Country Code,Series Name,Series Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Cameroon,CMR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,40.013000000000005,39.686,39.306999999999995,38.876,38.403,37.899,37.374,36.836999999999996,36.3
Cameroon,CMR,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,35.0,,
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.535,54.996,55.424,55.832,56.24100000000001,56.665,57.111000000000004,57.582,58.073
Canada,CAN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.3,11.3,11.1,11.0,11.0,10.8,10.8,10.8,10.8
Canada,CAN,Income share held by highest 10%,SI.DST.10TH.10,,,25.8,,,25.3,,,
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.6951219512195,80.9463414634146,81.1975609756098,81.44878048780491,81.583512195122,81.7720487804878,81.95304878048779,82.1290243902439,82.30051219512201
Caribbean small states,CSS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.9730305151723,17.7854636534735,17.5556462178754,17.4220170857217,17.2429054230423,17.063306887759598,16.8297001641595,16.6876731309567,16.4835250079105
Caribbean small states,CSS,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Caribbean small states,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.8165811915985,72.0421471122722,72.2523920321063,72.4446318371778,72.6191798536699,72.7791798911218,72.9261802778276,73.0627324010547,73.192408496541
Cayman Islands,CYM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,,15.5,15.0,14.5,13.4,12.5,12.2,10.7,
Cayman Islands,CYM,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,82.19024390243901,,,,,,
Central African Republic,CAF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.5,38.248000000000005,37.981,37.683,37.343,36.959,36.542,36.113,35.7
Central African Republic,CAF,Income share held by highest 10%,SI.DST.10TH.10,46.2,,,,,,,,
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.19,46.861999999999995,47.56,48.284,49.041000000000004,49.825,50.621,51.41,52.17100000000001
Central Europe and the Baltics,CEB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.7440527669635,10.7817448924069,10.5433297981963,9.97322278608419,9.976633197004311,9.638321929539009,9.876960099174289,9.85008896910799,9.98166060732093
Central Europe and the Baltics,CEB,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Central Europe and the Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.5775390218701,74.9318257000873,75.29534872880001,75.8884748834282,75.993488603453,76.3551629869808,76.6854764213554,76.5910702431929,76.603130126638
Chad,TCD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,47.81,47.251999999999995,46.68,46.104,45.53,44.963,44.407,43.864,43.331
Chad,TCD,Income share held by highest 10%,SI.DST.10TH.10,,,,32.4,,,,,
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.181999999999995,49.691,50.233000000000004,50.778,51.3,51.778,52.20399999999999,52.575,52.903
Channel Islands,CHI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.923,9.821,9.732000000000001,9.652000000000001,9.58,9.512,9.448,9.388,9.332
Channel Islands,CHI,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.729,79.947,80.145,80.32600000000001,80.494,80.654,80.807,80.958,81.107
Chile,CHL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.923,14.699000000000002,14.466,14.231,14.005999999999998,13.797,13.607999999999999,13.437000000000001,13.280999999999999
Chile,CHL,Income share held by highest 10%,SI.DST.10TH.10,,39.7,,38.5,,38.4,,38.0,
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.193,78.32,78.454,78.59899999999999,78.758,78.931,79.117,79.315,79.52199999999999
China,CHN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.14,12.13,11.9,11.93,12.1,12.08,12.37,12.07,12.0
China,CHN,Income share held by highest 10%,SI.DST.10TH.10,31.8,,,,31.4,,,,
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.808,75.032,75.236,75.425,75.602,75.76899999999999,75.932,76.092,76.252
Colombia,COL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.842,17.452,17.079,16.727,16.393,16.074,15.77,15.479000000000001,15.198
Colombia,COL,Income share held by highest 10%,SI.DST.10TH.10,43.7,43.1,43.5,42.4,41.4,41.6,41.6,40.0,40.0
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.952,73.143,73.325,73.5,73.673,73.847,74.02199999999999,74.2,74.381
Comoros,COM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35.691,35.464,35.209,34.916,34.580999999999996,34.204,33.786,33.334,32.856
Comoros,COM,Income share held by highest 10%,SI.DST.10TH.10,,,,,,33.7,,,
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.093999999999994,61.475,61.861999999999995,62.24,62.596000000000004,62.923,63.216,63.473,63.701
"Congo, Dem. Rep.",COD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,45.306999999999995,45.105,44.856,44.549,44.187,43.772,43.31,42.809,42.28
"Congo, Dem. Rep.",COD,Income share held by highest 10%,SI.DST.10TH.10,,,,,32.0,,,,
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.743,56.35,56.907,57.418,57.894,58.347,58.782,59.205,59.621
"Congo, Rep.",COG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.714,38.402,38.022,37.567,37.043,36.466,35.856,35.234,34.629
"Congo, Rep.",COG,Income share held by highest 10%,SI.DST.10TH.10,,,,37.9,,,,,
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.321000000000005,59.452,60.473,61.37,62.169,62.89,63.536,64.112,64.625
Costa Rica,CRI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.345,16.102,15.84,15.564,15.287,15.022,14.767999999999999,14.525,14.289000000000001
Costa Rica,CRI,Income share held by highest 10%,SI.DST.10TH.10,37.7,39.4,37.1,37.1,37.0,37.4,36.9,36.8,37.3
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.48100000000001,78.613,78.756,78.911,79.077,79.25399999999999,79.44,79.634,79.831
Cote d'Ivoire,CIV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.619,38.406,38.203,38.001999999999995,37.796,37.579,37.348,37.099000000000004,36.832
Cote d'Ivoire,CIV,Income share held by highest 10%,SI.DST.10TH.10,32.6,,,,,,,31.9,
Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.321000000000005,49.883,50.423,50.945,51.463,51.989,52.52,53.053000000000004,53.582
Croatia,HRV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.9,10.1,9.8,9.6,9.8,9.4,9.3,8.9,9.0
Croatia,HRV,Income share held by highest 10%,SI.DST.10TH.10,,24.2,23.9,23.7,23.8,23.7,23.9,23.0,
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.9121951219512,76.1682926829268,76.4756097560976,76.7756097560976,76.92439024390241,77.12682926829271,77.4780487804878,77.2756097560976,78.0219512195122
Cuba,CUB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.046,11.027000000000001,11.042,11.068,11.087,11.08,11.04,10.966,10.865
Cuba,CUB,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.672,78.833,78.959,79.064,79.167,79.282,79.415,79.57,79.742
Curacao,CUW,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.8,13.0,13.6,13.1,13.4,12.7,12.6,11.9,11.2
Curacao,CUW,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.30975609756099,76.1560975609756,,77.4731707317073,,,77.8243902439025,,77.87317073170729
Cyprus,CYP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.626,11.577,11.515,11.436,11.342,11.237,11.118,10.984000000000002,10.834000000000001
Cyprus,CYP,Income share held by highest 10%,SI.DST.10TH.10,26.2,26.2,25.7,26.7,28.0,30.8,28.8,27.4,
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.071,79.245,79.43,79.62,79.81,79.995,80.173,80.344,80.508
Czech Republic,CZE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.5,11.3,11.2,10.4,10.3,10.2,10.4,10.5,10.7
Czech Republic,CZE,Income share held by highest 10%,SI.DST.10TH.10,22.9,22.3,22.4,22.2,22.1,22.6,22.1,22.1,
Czech Republic,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.9756097560976,77.07804878048779,77.42439024390251,77.87317073170729,78.07560975609759,78.1756097560976,78.8243902439024,78.57804878048779,78.3317073170732
Denmark,DNK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.8,11.4,11.4,10.6,10.4,10.0,10.1,10.2,10.8
Denmark,DNK,Income share held by highest 10%,SI.DST.10TH.10,21.0,21.8,22.5,22.7,23.1,23.7,23.5,23.8,
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.4463414634146,78.5975609756098,79.1,79.8,80.05121951219509,80.3,80.7,80.7024390243902,80.7048780487805
Djibouti,DJI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.191,25.659000000000002,25.193,24.784000000000002,24.409000000000002,24.05,23.699,23.35,23.002
Djibouti,DJI,Income share held by highest 10%,SI.DST.10TH.10,,,,,34.4,34.1,,,
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.345,59.865,60.383,60.87,61.31,61.691,62.006,62.26,62.465
Dominica,DMA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,,,13.059910414333698,,,,12.0,,
Dominica,DMA,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,
Dominican Republic,DOM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.857,22.531999999999996,22.205,21.875,21.539,21.2,20.857,20.513,20.17
Dominican Republic,DOM,Income share held by highest 10%,SI.DST.10TH.10,37.5,38.4,36.2,37.2,35.6,37.4,33.3,34.5,35.0
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.29,72.498,72.702,72.90100000000001,73.098,73.292,73.483,73.673,73.861
Early-demographic dividend,EAR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.641192453057197,23.2786052613278,22.9146267971781,22.547289994401698,22.194343124081897,21.8668103301352,21.540673763407103,21.2127626491066,20.8797871049374
Early-demographic dividend,EAR,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.2173836075783,67.5901777188973,67.9557324425197,68.3081043461813,68.64277593517821,68.9576575246554,69.24863964601211,69.5169409710616,69.7662711291935
East Asia & Pacific,EAS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.1480313999947,14.070102777467598,13.8809146112078,13.853422211953099,13.9166298451961,13.7890638331317,13.897019133038599,13.648152982376,13.5049690285165
East Asia & Pacific,EAS,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.98083973523391,74.2072639953092,74.3839146463837,74.5460644618497,74.7411842008234,74.9190715423245,75.08600811830759,75.2489157797136,75.39573164497651
East Asia & Pacific (excluding high income),EAP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.713040279046199,14.651262461836698,14.439062649008699,14.4018137315745,14.4544946303388,14.3738763254107,14.4975448160605,14.2193757081829,14.0936947862706
East Asia & Pacific (excluding high income),EAP,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.07029659374258,73.2836488892432,73.4823446954104,73.66913485056371,73.845817643227,74.0134910071165,74.1762412179218,74.33497356951291,74.49253255761751
East Asia & Pacific (IDA & IBRD countries),TEA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.712885961721499,14.653332697046098,14.4406878214712,14.404868684712,14.4595296822647,14.3788597987582,14.504723638261199,14.223713800200601,14.0969214435764
East Asia & Pacific (IDA & IBRD countries),TEA,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.1234997434121,73.3356359984053,73.5318739586159,73.71538372289841,73.888692613335,74.0534307804421,74.2139076788083,74.3710640140637,74.5276559956051
Ecuador,ECU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.383000000000003,22.148000000000003,21.898000000000003,21.631,21.351999999999997,21.066,20.774,20.477,20.175
Ecuador,ECU,Income share held by highest 10%,SI.DST.10TH.10,38.1,37.1,37.5,34.1,34.6,35.7,34.4,34.9,34.3
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.678,74.859,75.046,75.244,75.449,75.661,75.87899999999999,76.102,76.327
"Egypt, Arab Rep.",EGY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.91,26.489,27.093000000000004,27.6,27.906999999999996,27.949,27.706999999999997,27.201999999999998,26.494
"Egypt, Arab Rep.",EGY,Income share held by highest 10%,SI.DST.10TH.10,27.0,,27.3,,26.0,,,27.8,
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.98,70.167,70.357,70.55,70.742,70.933,71.12,71.304,71.484
El Salvador,SLV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.175,19.885,19.62,19.382,19.175,18.997,18.839000000000002,18.69,18.538
El Salvador,SLV,Income share held by highest 10%,SI.DST.10TH.10,36.1,36.0,33.2,32.8,32.6,34.2,32.2,31.8,30.7
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.291,71.59899999999999,71.902,72.195,72.479,72.753,73.015,73.267,73.512
Equatorial Guinea,GNQ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.438,37.944,37.418,36.868,36.305,35.739000000000004,35.179,34.635,34.114000000000004
Equatorial Guinea,GNQ,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.19,55.543,55.908,56.265,56.601000000000006,56.905,57.18,57.434,57.681000000000004
Eritrea,ERI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.57,36.298,35.889,35.361999999999995,34.759,34.12,33.469,32.826,32.2
Eritrea,ERI,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.94,61.591,62.181000000000004,62.718,63.22,63.703,64.17399999999999,64.63600000000001,65.092
Estonia,EST,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.0,11.8,11.9,11.1,10.6,10.3,10.3,10.6,10.7
Estonia,EST,Income share held by highest 10%,SI.DST.10TH.10,24.9,24.4,24.3,24.7,25.2,26.6,26.2,24.4,
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.7707317073171,74.8243902439024,75.4292682926829,76.2292682926829,76.3268292682927,77.14146341463409,77.0341463414634,77.590243902439,77.7365853658537
Ethiopia,ETH,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.137,35.439,34.830999999999996,34.293,33.792,33.301,32.806,32.299,31.779
Ethiopia,ETH,Income share held by highest 10%,SI.DST.10TH.10,,,27.4,,,,,31.4,
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.58,60.643,61.625,62.501000000000005,63.275,63.952,64.535,65.03699999999999,65.475
Euro area,EMU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.554178840674,10.342715872086801,10.357848812541599,10.1605828177947,10.0003242520096,9.73432767626367,9.79606036301915,9.6672539616521,9.60497137190793
Euro area,EMU,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.30291583749121,80.5051815800699,80.7467810041428,81.2328031748937,81.2270979386238,81.5129528903896,81.9332888456329,81.5596100692018,81.55992980476691
Europe & Central Asia,ECS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.7156745670745,12.669683132342401,12.6964898005195,12.539967996874001,12.6080332288626,12.421769648668802,12.4894826287734,12.3954313378444,12.2330412709374
Europe & Central Asia,ECS,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.2474934805903,75.64076905820158,75.9292326451287,76.44175737026009,76.588404959959,76.901452601713,77.2175838243798,77.1566342219048,77.281446041516
Europe & Central Asia (excluding high income),ECA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.905802599509899,15.0205501340667,15.041540913922901,14.982480918173302,15.262043574002199,15.234192097530501,15.2993424195808,15.2327383628496,14.8746961801596
Europe & Central Asia (excluding high income),ECA,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.8710004576859,70.47054624386621,70.77413925618049,71.34176007940358,71.6682039260765,72.06272348315359,72.2654704208553,72.5357946123156,72.814723142868
Europe & Central Asia (IDA & IBRD countries),TEC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.506312814052201,14.6133866962603,14.632240510885598,14.5201641515114,14.768979672780599,14.709052587405901,14.787345114940699,14.7099796868395,14.422724319791401
Europe & Central Asia (IDA & IBRD countries),TEC,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.42613389252091,70.9813494708571,71.3026974132358,71.8535587661487,72.1521325484734,72.5298845458114,72.7648034109717,72.992001083316,73.249053221103
European Union,EUU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.9162145707196,10.752579804904402,10.751707399751101,10.4771466099989,10.3807392163466,10.0449525146159,10.1207971877355,10.012098194164901,9.99166948766924
European Union,EUU,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.18314331268179,79.4423119097364,79.72484897026541,80.2398746474138,80.2512221136288,80.5327022524382,80.92124104937601,80.6141187762954,80.6203980639033
Faroe Islands,FRO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.8,12.6,13.2,12.0,12.9,13.0,13.2,12.4,13.6
Faroe Islands,FRO,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.1878048780488,80.3878048780488,80.6365853658537,80.8878048780488,81.1878048780488,81.4390243902439,81.69024390243901,81.990243902439,82.2414634146342
Fiji,FJI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.256,21.92,21.574,21.215,20.849,20.479,20.109,19.744,19.387
Fiji,FJI,Income share held by highest 10%,SI.DST.10TH.10,32.9,,,,,29.4,,,
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.90899999999999,69.087,69.267,69.44800000000001,69.625,69.796,69.96,70.117,70.26899999999999
